4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
1.235855817794799805e-01,2.736715317079786436e-01
1.235855817794799805e-01,2.736715317079786436e-01
1.235855817794799805e-01,2.736715317079786436e-01
1.235855817794799805e-01,2.736715317079786436e-01
1.235855817794799805e-01,2.736715317079786436e-01
1.036703586578369141e-01,6.559213130383756418e-01
7.416903972625732422e-02,7.485052975741078862e-01
1.990405097603797913e-02,8.014634598982656177e-01
-3.541071340441703796e-02,8.970406958576535583e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
1.036703586578369141e-01,6.559213130383756418e-01
7.416903972625732422e-02,7.485052975741078862e-01
1.990405097603797913e-02,8.014634598982656177e-01
-3.541071340441703796e-02,8.970406958576535583e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
1.036703586578369141e-01,6.559213130383756418e-01
1.036703586578369141e-01,6.559213130383756418e-01
7.416903972625732422e-02,7.485052975741078862e-01
1.990405097603797913e-02,8.014634598982656177e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
1.036703586578369141e-01,6.559213130383756418e-01
1.036703586578369141e-01,6.559213130383756418e-01
7.416903972625732422e-02,7.485052975741078862e-01
1.990405097603797913e-02,8.014634598982656177e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
1.036703586578369141e-01,6.559213130383756418e-01
1.036703586578369141e-01,6.559213130383756418e-01
6.644941866397857666e-02,7.973278563057241142e-01
1.990405097603797913e-02,8.014634598982656177e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
1.036703586578369141e-01,6.559213130383756418e-01
1.036703586578369141e-01,6.559213130383756418e-01
6.644941866397857666e-02,7.973278563057241142e-01
1.990405097603797913e-02,8.014634598982656177e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
3.282342851161956787e-01,1.701906960915494649e-01
1.036703586578369141e-01,6.559213130383756418e-01
1.036703586578369141e-01,6.559213130383756418e-01
6.644941866397857666e-02,7.973278563057241142e-01
1.990405097603797913e-02,8.014634598982656177e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
4.207136034965515137e-01,1.061284729679978500e-01
3.282342851161956787e-01,1.701906960915494649e-01
2.462135553359985352e-01,2.402614215209484816e-01
2.462135553359985352e-01,2.402614215209484816e-01
2.462135553359985352e-01,2.402614215209484816e-01
2.462135553359985352e-01,2.402614215209484816e-01
1.036703586578369141e-01,6.559213130383756418e-01
1.036703586578369141e-01,6.559213130383756418e-01
6.644941866397857666e-02,7.973278563057241142e-01
1.990405097603797913e-02,8.014634598982656177e-01
3.282342851161956787e-01,1.701906960915494649e-01
3.282342851161956787e-01,1.701906960915494649e-01
2.987312972545623779e-01,1.741962693029183440e-01
2.462135553359985352e-01,2.402614215209484816e-01
2.462135553359985352e-01,2.402614215209484816e-01
2.462135553359985352e-01,2.402614215209484816e-01
2.462135553359985352e-01,2.402614215209484816e-01
2.126261889934539795e-01,2.550490480193591258e-01
2.126261889934539795e-01,2.550490480193591258e-01
2.126261889934539795e-01,2.550490480193591258e-01
3.282342851161956787e-01,1.701906960915494649e-01
3.282342851161956787e-01,1.701906960915494649e-01
2.987312972545623779e-01,1.741962693029183440e-01
2.987312972545623779e-01,1.741962693029183440e-01
2.987312972545623779e-01,1.741962693029183440e-01
2.685961127281188965e-01,1.961289868840170869e-01
2.685961127281188965e-01,1.961289868840170869e-01
2.126261889934539795e-01,2.550490480193591258e-01
2.126261889934539795e-01,2.550490480193591258e-01
2.126261889934539795e-01,2.550490480193591258e-01
2.987312972545623779e-01,1.741962693029183440e-01
2.987312972545623779e-01,1.741962693029183440e-01
2.987312972545623779e-01,1.741962693029183440e-01
2.685961127281188965e-01,1.961289868840170869e-01
2.685961127281188965e-01,1.961289868840170869e-01
2.685961127281188965e-01,1.961289868840170869e-01
2.685961127281188965e-01,1.961289868840170869e-01
2.386445701122283936e-01,2.415459043999324540e-01
2.386445701122283936e-01,2.415459043999324540e-01
2.685961127281188965e-01,1.961289868840170869e-01
2.685961127281188965e-01,1.961289868840170869e-01
2.685961127281188965e-01,1.961289868840170869e-01
2.685961127281188965e-01,1.961289868840170869e-01
2.386445701122283936e-01,2.415459043999324540e-01
2.386445701122283936e-01,2.415459043999324540e-01
2.386445701122283936e-01,2.415459043999324540e-01
2.386445701122283936e-01,2.415459043999324540e-01
2.386445701122283936e-01,2.415459043999324540e-01
2.386445701122283936e-01,2.415459043999324540e-01
2.386445701122283936e-01,2.415459043999324540e-01
3.338394463062286377e-01,1.525669779630976219e-01
3.338394463062286377e-01,1.525669779630976219e-01
